"Harbor Freight Tools","http://www.harborfreight.com/deal-of-the-day.html",,"Household","N",,"N",,
"Hartford York","http://www.hartfordyork.com/category/daily-deal",,"Clothing / Jewelry","N",,"N",,"Two deals - see site"
"HatADay","http://www.hataday.com/","Done","Clothing / Jewelry","Y","http://www.hataday.com/rss/index.php","N",,
"Heartland America","http://www.heartlandamerica.com/browse/deal_of_day.asp",,"?","Y","http://www.heartlandamerica.com/browse/rss.asp","N",,
"Heels.com","http://www.heels.com/deal-of-the-day",,"Clothing / Jewelry","N",,"Y","http://www.heels.com/info/affiliate-program",
"Heels.com","http://www.heels.com/heel-of-the-day",,"Clothing / Jewelry","N",,"Y","http://www.heels.com/info/affiliate-program",
"Hip Green Deals","http://www.hipgreendeals.com/",,"Clothing / Jewelry","Y","http://hipgreendeals.com/rss-feed.aspx","N",,
"Hollywood Toys & Costumes","http://blog.hollywoodtoysandcostumes.com/",,"?","Y","http://blog.hollywoodtoysandcostumes.com/feed/","Y","http://www.hollywoodtoysandcostumes.com/affiliate_program.php",
"HorseLoverz","http://www.horseloverz.com/c-Deals-of-the-Day-1020.html",,"?","N",,"N",,
"Housewares Deals","http://www.housewaresdeals.com/on/demandware.store/Sites-HousewaresDeals-Site/default/Home-Show",,"Household","Y","http://www.housewaresdeals.com/on/demandware.store/Sites-HousewaresDeals-Site/default/Home-RSS","N","http://www.housewaresdeals.com/Affiliate-Program/affiliate-program,default,pg.html",
"HSN","http://www.hsn.com/todays-special_xh.aspx",,"?","Y","http://rss.hsn.com/Todays-Special?cm_mmc=rss*TS*4","Y","http://www.hsn.com/become-an-affiliate_at-4685_xa.aspx?nolnav=1&cm_sp=Global*BN*Affiliate",
"I Have To Have That","http://www.ihavetohavethat.com/",,"?","N",,"Y",,
"indie bike","http://www.indiebike.com/The-Peloton/Deal-of-the-Day",,"Outdoors / Sports","N",,"N",,
"Indie Jewels","http://indiejewels.com/",,"Clothing / Jewelry","Y","http://feeds.feedburner.com/IndieJewels","N",,
"Inspired Silver","http://www.inspiredsilver.com/deal-of-the-day.html",,"Clothing / Jewelry","N",,"Y","http://www.inspiredsilver.com/p/affiliates.html",
"InvictaShark","http://invicta.chronoshark.com/",,"Clothing / Jewelry","Y","http://feeds.feedburner.com/InvictaShark-DailyDeal?format=xml","Y",,
"iomega","http://go.iomega.com/en-us/offer/deal-of-day/",,"Electronics / Computers","N",,"Y","https://signup.cj.com/member/brandedPublisherSignUp.do?air_refmerchantid=2410622",
"J&R","http://www.jr.com/promotions/deal-of-the-day/",,"Electronics / Computers","N",,"Y","http://www.jr.com/information/affiliates.jsp",
"Jack Rabbit DealoftheDay","http://jackrabbitdealoftheday.dodshops.com/",,"?","N",,"N",,
"Jewelry Shopping Club","http://www.jewelryshoppingclub.com/",,"Clothing / Jewelry","N",,"Y","http://www.jewelryshoppingclub.com/affiliate.aspx",
"JewelryDOD","http://www.jewelrydod.com/",,"Clothing / Jewelry","N",,"N",,
"Jizbee Daily","http://www.jizbee.com/",,"Electronics / Computers","N",,"N",,
"Jizbee Free","http://www.jizbee.com/free/",,"?","N",,"N",,
"Jizbee Jewelry","http://www.jizbee.com/jewelry/",,"Clothing / Jewelry","N",,"N",,
"Jizbee Random","http://www.jizbee.com/random/",,"?","N",,"N",,
"Jizbee Toy","http://www.jizbee.com/toy/",,"Household","N",,"N",,
"Jizbee Watch","http://www.jizbee.com/watch/",,"Clothing / Jewelry","N",,"N",,
"Joe Cigar","http://www.joecigar.com/index.asp",,"?","Y","http://www.joecigar.com/jcRss.asp","N",,
"Joe's New Balance Outlet","http://www.joesnewbalanceoutlet.com/",,"Clothing / Jewelry","Y","http://www.joesnewbalanceoutlet.com/rss/daily_deals_rss.xml","Y","https://signup.cj.com/member/brandedPublisherSignUp.do?air_refmerchantid=2720657",
"Joma Deals Fashion","http://www.jomadeals.com/handbag/",,"Household","Y","http://www.jomadeals.com/handbag/feed.aspx","Y","commjunct",
"Joma Deals Luxury","http://www.jomadeals.com/luxury/",,"Clothing / Jewelry","Y","http://www.jomadeals.com/luxury/feed.aspx","Y","commjunct",
"Joma Deals Watches","http://www.jomadeals.com/",,"Clothing / Jewelry","Y","http://www.jomadeals.com/feed.aspx","Y","commjunct",
"Joolwe","http://www.joolwe.com/steal-of-the-day.html",,"Clothing / Jewelry","Y","http://www.joolwe.com/rss/","Y","http://www.joolwe.com/become-an-affiliate/",
"JoS A Bank","http://www.josbank.com/menswear/shop/SubCategory_11001_10050_9252000",,"Clothing / Jewelry","Y","http://hub.shoppesimple.com/for/josbank/","N",,
