"JoyLot","http://www.joylot.com/store_pages/Joy-Of-The-Day.cfm",,"?","Y","http://www.joylot.com/Feeds/Daily-Deals/Daily-Deals.xml","Y","http://www.joylot.com/info/JoyLot-Affiliate.cfm",
"Judaica Bargains","http://www.judaicabargains.com/",,"Clothing / Jewelry","Y","http://judaicabargains.com/rss.php","N",,
"justdeals","http://www.justdeals.com/",,"?","Y","http://www.justdeals.com/index.php?format=feed&type=rss",,,
"Kaching Kaching","http://www.kachingkachingstore.com/",,"?","N",,"N",,"3 Deals - see site"
"Kid Steals","http://www.kidsteals.com/",,"Clothing / Jewelry","Y","http://www.kidsteals.com/feed/atom.xml","N",,
"kids.woot!","http://kids.woot.com/",,"?","Y","http://kids.woot.com/Blog/Feed.ashx","N",,
"Kindred Creations","http://www.kindredcreationsideas.blogspot.com/",,"Household","Y","http://feeds.feedburner.com/blogspot/vCPx?format=xml","N",,
"L. L. Bean","http://www.llbean.com/bin/TMM/TMM.cgi",,"Outdoors / Sports","N",,"N",,
"Lacrosse.com","http://www.lacrosse.com/Navigation.process?Ne=330&Srp=24&N=840",,"Outdoors / Sports","N",,"Y","http://www.lacrosse.com/sections/affiliates/index.php",
"Last Chance Road","http://lastchanceroad.com/",,"Clothing / Jewelry","Y","http://lastchanceroad.com/sales/feed.xml","Y","http://lastchanceroad.com/cash",
"Leather A Day","http://www.leatheraday.com/",,"Clothing / Jewelry","Y","http://www.leatheraday.com/rss/","N",,
"Lingerie Deal of the Day","http://lingeriedealoftheday.com/",,"Clothing / Jewelry","N",,"N",,
"Liquidation Channel","http://www.liquidationchannel.com/",,"Clothing / Jewelry","N",,"N",,
"Loco Deal","http://www.locodeal.com/",,"?","N",,"N",,
"LocoBuy","http://www.locobuy.com/",,"?","N",,"N",,
"Loot Pig","http://www.lootpig.com/",,"?","N",,"N",,
"Loving The Classics","http://www.lovingtheclassics.com/deal.html",,"Electronics / Computers","N",,"N",,
"Luggage Pros","http://www.luggagepros.com/",,"Household","N",,"Y","http://www.luggagepros.com/policies/affiliate.shtml",
"MacMall","http://www.macmall.com/n/Deal-Of-The-Day/macCustomPages-961?store=macmall",,"Electronics / Computers","N",,"Y","http://www.macmall.com/n/Affiliate-Network/macmsc-macmsc.67",
"MacUpdate Promo","http://www.mupromo.com/",,"Electronics / Computers","Y","http://feeds2.feedburner.com/macupdate/promo","Y","https://www.mupromo.com/affiliates",
"macZOT!","http://www.maczot.com/",,"Electronics / Computers","N",,"N",,
"Mama Bargains","http://www.mamabargains.com/",,"Clothing / Jewelry","Y","http://www.mamabargains.com/rss/","N",,
"Meijer","http://www.meijer.com/s/big-steals/_/N-5io?icid=hpdsthu",,"Outdoors / Sports","Y","http://www3.meijer.com/bigsteals.xml","Y","commjunct",
"Meritline","http://www.meritline.com/dailydeals.aspx",,"Electronics / Computers","N",,"Y","http://www.meritline.com/t-affiliate.aspx",
"Micro Center","http://www.microcenter.com/",,"Electronics / Computers","Y","http://feeds2.feedburner.com/MicroCenterDealOfTheDay","N",,
"Midnight Box","http://www.midnightbox.com/",,"?","Y","http://www.midnightbox.com/cgi-bin/rss.pl","N",,
"Midnight Box 2","http://www.midnightbox.com/",,"?","Y","http://www.midnightbox.com/cgi-bin/rss.pl","N",,
"Midnight Box 3","http://www.midnightbox.com/",,"?","Y","http://www.midnightbox.com/cgi-bin/rss.pl","N",,
"Midnight Steal","http://www.midnightsteal.com/",,"?","Y","http://feeds.feedburner.com/midnightsteal/FcPh?format=xml","N",,
"Mikasa","http://www.mikasa.com/",,"Household","N",,"Y","http://www.mikasa.com/Affiliate-Program/MIKASA_AFFILIATE_PROGRAM,default,pg.html",
"Mono Price","http://www.monoprice.com/home/index.asp",,"Electronics / Computers","N",,"N",,
"Montred","http://now.montred.com/",,"Clothing / Jewelry","Y","http://now.montred.com/feed/","Y","http://www.montred.com/affiliates/",
"Moonlight Special","http://www.moonlightspecial.com/",,"?","Y","http://www.moonlightspecial.com/rssfeed.cfm","N",,
"More Beer!","http://morebeer.com/",,"Food / Cooking","Y","http://feeds.feedburner.com/MoreBeerDealFeed","Y","http://moreflavor.postaffiliatepro.com/affiliates/",
"Moshells.com","http://www.moshells.com/",,"Household","N",,"N",,
"Mountain Gear","http://www.mountaingear.com/pages/product/dod.asp?&N=0",,"Outdoors / Sports","Y","http://www.mountaingear.com/deals.xml","N",,
"Mr. Watch","http://www.mrwatch.com/Hot_Deal_of_the_Day-6_sale.html",,"Clothing / Jewelry","Y","http://www.mrwatch.com/rss_text.xml","Y","http://www.mrwatch.com/affiliate_program-13-info.html",
"Muscle & Strength","http://www.muscleandstrength.com/store/deal.html",,"Health / Beauty","Y","http://feeds.feedburner.com/muscleandstrengthstore?format=xml","Y","http://www.muscleandstrength.com/affiliate-program.html",
"Musician's Friend","http://www.musiciansfriend.com/stupid",,"Electronics / Computers","Y","http://feeds.feedburner.com/Musicians-Friend-Stupid-Deal?format=xml","Y","https://signup.cj.com/member/brandedPublisherSignUp.do?air_refmerchantid=1496477",
"My Bling Spot","http://myblingspot.dodshops.com/",,"Clothing / Jewelry","N",,"N",,
"My Jewelry Box","http://www.myjewelrybox.com/",,"Clothing / Jewelry","Y","http://www.myjewelrybox.com/media/rss/MyJewelryBoxcomBargainofTheDay.xml","Y","http://www.myjewelrybox.com/?section=becomeAffiliate",
"My Safety Shield","http://www.mysafetyshield.com/",,"?","Y","http://www.mysafetyshield.com/todaydeal_rss.asp","N",,
"Nerdy Shirts","http://www.nerdyshirts.com/dailydeal",,"Clothing / Jewelry","Y","http://nerdyshirts.disqus.com/admiral_ackbars_its_a_trap_funny_t_shirt/latest.rss","Y","http://www.nerdyshirts.com/help/affiliates",
"Netaya","http://deal.netaya.com/",,"Clothing / Jewelry","N",,"Y","http://www.netaya.com/affiliate.html",
"New Day New Deal","https://www.newdaynewdeal.com/",,,,,,,
"NewDaVincis","http://www.newdavincis.com/specials.html",,"?","N",,"N",,
"NewDaVincis 30 Minute","http://www.newdavincis.com/specials.html",,"?","N",,"N",,
"NewEgg","http://www.newegg.com/Special/ShellShocker.aspx",,"Electronics / Computers","Y","http://www.newegg.com/Product/RSS.aspx?Submit=ShellShocker","Y","http://www.newegg.com/Info/Affiliates.aspx",
"NewEgg Daily Deals","http://www.newegg.com/DailyDeal.aspx?name=DailyDeal",,"Electronics / Computers","Y","http://www.newegg.com/Product/RSS.aspx?Submit=RSSDailyDeals","Y","http://www.newegg.com/Info/Affiliates.aspx","48 deals - list them all"
"NewEgg Mall","http://www.neweggmall.com/Default.aspx",,"?","N",,"Y","http://www.newegg.com/Info/Affiliates.aspx",
"Next Day Watches","http://www.nextdaywatches.com/",,"Clothing / Jewelry","N",,"N",,
"Noon Day Deal","http://www.noondaydeal.com/",,"?","Y","http://www.noondaydeal.com/rss/","N",,
"Nothing But Software","http://www.nothingbutsoftware.com/dailydeal.asp",,"Electronics / Computers","N",,"N",,
"nycloseout","http://nycloseout.dodshops.com/",,"?","N",,"N",,
"Oh Buy It!","http://ohbuyit.com/",,"?","N",,"N",,
"Oh Loot","http://www.ohloot.com/",,"Clothing / Jewelry","Y","http://www.ohloot.com/data/deals.xml","N",,"Two deals on site - see site"
"Oh Loot Bonus","http://www.ohloot.com/bonusdeal/",,"Clothing / Jewelry","Y","http://www.ohloot.com/data/deals.xml","N",,
"Omaha Steaks","http://www.omahasteaks.com/servlet/OnlineShopping?Dsp=237",,"Household","N",,"Y","http://www.omahasteaks.com/servlet/OnlineShopping?Dsp=237",
"On Your Eyes","http://www.onyoureyes.com/",,"Clothing / Jewelry","Y","http://feeds.feedburner.com/OnYourEyes","N",,
"One A Day Deal","http://www.oneadaydeal.com/",,"?","Y","http://feeds.feedburner.com/OneADayDeal","N",,
"One Call","http://www.onecall.com/",,"Electronics / Computers","N",,"Y","http://affiliates.onecall.com/",
"One Small Store","http://www.onesmallstore.com/catalog/193/1/Deal_of_the_Day!.html",,"Electronics / Computers","N",,"N",,
"One Tool A Day","http://www.onetooladay.com/",,"?","N",,"N",,
"Orange Onions","http://www.orangeonions.com/category/peel_of_the_day/",,"Household","Y","http://static.zoovy.com/rss/orangeonions/RSSDOD.xml","N",,
"Organize.com","http://www.organize.com/",,"Household","N",,"Y","https://signup.cj.com/member/brandedPublisherSignUp.do?air_refmerchantid=1530314",
"Orion","http://www.telescope.com/control/product/~category_id=HP_DealDayZone/~pcategory=HOMEPAGE/~product_id=09925",,"Outdoors / Sports","N",,"Y","http://www.telescope.com/rsc/img/catalog/affiliate/affiliate-imaginova.html",
"ORS Direct","http://www.orsdirect.com/",,"Outdoors / Sports","N",,"N",,
"Out In Style","http://www.outinstyle.com/",,"Outdoors / Sports","N",,"Y","http://www.outinstyle.com/info/affiliate.html",
"Outdoor Daily","http://www.outdoordaily.com/",,"Outdoors / Sports","Y","http://www.outdoordaily.com/rss.php","N",,
"Overstock.com","?",,"?","?","?","?",,
"OverstockDrugstore","http://www.overstockdrugstore.com/index.php",,"Household","N",,"N",,
"PacificGeek","http://www.pacificgeek.com/nooner.asp",,"Electronics / Computers","Y","http://www.pacificgeek.com/rss/nooner-rss.asp","Y","https://www.connectcommerce.com/secure/partner_app_alt.html?ccmid=21000000000237615",
"PacSun Mens","http://shop.pacsun.com/content.jsp?pageName=sale",,"Clothing / Jewelry","Y","http://feeds.pacsun.com/PacsunDailyDeals?format=xml","Y","http://shop.pacsun.com/affiliates",
"PacSun Womens","http://shop.pacsun.com/content.jsp?pageName=sale",,"Clothing / Jewelry","Y","http://feeds.pacsun.com/PacsunDailyDeals?format=xml","Y","http://shop.pacsun.com/affiliates",
"Paws 4 Deals","http://www.paws4deals.com/",,"Household","Y","http://www.paws4deals.com/index.php?main_page=rss_feed&feed=products&products_id=271&zenid=fa4ff92666ab22351fd99a229a0bdd5f","Y","http://www.shareasale.com/shareasale.cfm?merchantID=21349",
"Paws Choice","http://www.pawschoice.com/deal-of-the-day.aspx",,"Household","N",,"Y","http://www.linkconnector.com/affiliateprogram.htm?mid=20809&asid=54171&lct=s",
"Peachy Cheap","http://www.peachycheap.com/",,"?","Y","http://peachycheap.com/index.php?main_page=rss_feed&feed=specials","N",,
"Pennywise","http://www.pennywise.biz/",,"?","Y","http://www.pennywise.biz/rss.php?PHPSESSID=scgps0n25p08rgrg5lghf6ts35","N",,
"Performance Bicycle","http://www.performancebike.com/",,"Outdoors / Sports","N",,"Y","http://www.performancebike.com/bikes/Content_10052_10551_-1_Affiliate",
"Perfume A Day","http://www.perfumeaday.org/",,"Household","Y","http://www.perfumeaday.org/rss/",,,
"Pet Simply","http://petsimply.com/deal/",,"?","N",,"Y","http://petsimply.com/affiliate/",
"Pfaltzgraff","http://www.pfaltzgraff.com/",,"Household","N",,"Y","http://www.pfaltzgraff.com/dinnerware-cookware/AFFILIATE_PROGRAM,default,pg.html",
"Price Plunge","http://www.priceplunge.com/",,"?","Y","http://feeds.feedburner.com/PricePlungeDailyDeals","Y","http://www.priceplunge.com/Forms/13-Affiliate-Program",
"ProHealth","http://www.prohealth.com/index.cfm",,"Household","Y","http://feeds.prohealth.com/Prohealth_DealOfTheDay?format=xml","Y","http://www.prohealth.com/affiliates/index.cfm",
"Projector People","http://www.projectorpeople.com/deal/default.asp",,"Electronics / Computers","Y","http://www.projectorpeople.com/deal/xmlfeed.asp","N",,
"Property Room","http://propertyroom.com/Catalog.aspx?Category=Steal%20of%20the%20Day&CategoryId=355",,"?","N",,"N",,
"PulseTV","http://deal.pulsetv.com/",,"?","N",,"Y","http://www2.pulsetv.com/dod.asp",
"PulseTV 2","http://www2.pulsetv.com/deals.asp",,"?","N",,"Y","http://www2.pulsetv.com/dod.asp",
"QLIQO","http://www.qliqo.com/",,"?","N",,"N",,"Multiple deals - see site"
"QuickFire!","http://www.quickfiredeal.com/",,"?","N",,"N",,
"QVC","http://www.qvc.com/qic/qvcapp.aspx/app.detail/params.item.tsv!.tpl.tsv.CM_SCID.TSV",,"Household","Y","http://service.qvc.com/qrss/feed.aspx?type=tsv&rewrite=no&cm_ven=RSS","Y","http://www.qvc.com/cgen/render.aspx?qp=promo|QVCAffiliates&rewrite=no",
"Razor Dog Deals","http://www.razordogdeals.com/",,"Electronics / Computers","N",,"N",,"Multiple deals - see site"
"Red Tag Crazy","http://redtagcrazy.com/",,"Clothing / Jewelry","Y","http://redtagcrazy.com/sales/feed.xml","Y","http://redtagcrazy.com/cash",
"Red Tag Sports","http://www.redtagsports.com/",,"Outdoors / Sports","Y","http://www.redtagsports.com/rss.xml","Y","?",
"Reel A Deal","http://reeladeal.com/",,"Outdoors / Sports","N",,"N",,
"REI Outlet","http://www.rei.com/cj/outlet/deal-of-the-day",,"Outdoors / Sports","Y","http://www.rei.com/outlet/rei-outlet-rss2.xml","Y","http://www.rei.com/outlet/affiliates/index.html",
"RIPT","http://riptapparel.com/",,"Clothing / Jewelry","Y","http://feeds2.feedburner.com/riptapparel","Y","https://secure.riptapparel.com/affiliate/affiliateSignupLoad.do?merchantId=RIPT&referralSource=",
"Roast of the Day","http://www.roastoftheday.com/",,"?","Y","http://feeds.feedburner.com/RoastOfTheDayRssFeed","N",,
"Rock Bottom Golf","http://search.rockbottomgolf.com/dealoftheday.html",,"Outdoors / Sports","N",,"Y","http://www.rockbottomgolf.com/affiliate-program.html",
"Roozt","http://www.roozt.com/",,"?","N",,"Y","http://www.roozt.com/Partners/c5/pages.html",
"rubybag","http://www.rubybag.com/",,"Clothing / Jewelry","N",,"N",,
"RugSale","http://www.rugsale.com/rug_sale_deal_of_the_day.html",,"Household","N",,"N",,
"ScoobyDeal","http://www.scoobydeal.com/",,"Electronics / Computers","Y","http://feeds.feedburner.com/scoobydeal","N",,
"Scope A Day","http://www.scopeaday.com/",,"Outdoors / Sports","Y","http://www.scopeaday.com/rss/",,,
"Scrapbook Steals","http://www.scrapbooksteals.com/",,"Household","Y","http://www.scrapbooksteals.com/feed/atom.xml","N",,
"Scrappin Deals 'n Steals","http://www.scrappindealsnsteals.com/",,"?","N",,"N",,
"Sears","http://www.sears.com/shc/s/dap_10153_12605_DAP_WOW+Specials?storeId=10153&vName=WOW+Specials&catalogInd=DAP&catalogId=12605&i_cntr=1299622707723",,"Household","N",,"N",,
"Sears Outlet","http://www.searsoutlet.com/",,"Household","N",,"N",,
"Secondipity","http://www.secondipity.com/info/dotd",,"Electronics / Computers","N",,"N",,
"sellout.woot!","http://sellout.woot.com/",,"?","Y","http://sellout.woot.com/Blog/Feed.ashx","N",,
"Selloutz","https://www.selloutz.com",,"Clothing / Jewelry","Y","http://feeds.feedburner.com/selloutz","N",,
"Server A Day","http://www.serveraday.com/",,"Electronics / Computers","N",,"N",,
"ShadeShark","http://www.shadeshark.com/",,"Clothing / Jewelry","Y","http://feeds.feedburner.com/Shadeshark-DailyDealRssFeed?format=xml","Y",,
"Shindigz","http://www.shindigz.com/dod.cfm",,"Household","N",,"N",,
"shirt.woot!","http://shirt.woot.com/",,"Clothing / Jewelry","Y","http://shirt.woot.com/Blog/Feed.ashx","N",,
"ShirtADay","http://www.shirtaday.com/",,"Clothing / Jewelry","Y","http://www.shirtaday.com/rss/","N",,
"Shnoop","http://www.shnoop.com/",,"?","Y","http://www.shnoop.com/rss.php?PHPSESSID=e0totb8g8je4k2mmllo257h2l5","N",,
"Shopping Channel","http://www.theshoppingchannel.com/home.do",,"Household","N",,"N",,
"Sierra Trading Post","http://www.sierratradingpost.com/BarnBurners/",,"?","Y","http://www.sierratradingpost.com/BarnBurners/rss.ashx","Y","http://www.sierratradingpostaffiliates.com/",
"SkinStore.com","http://www.skinstore.com/the-daily-special.aspx",,"Health / Beauty","N",,"Y","http://www.skinstore.com/affiliate-resource-center.aspx",
"Sky Auction","http://www.skyauction.com/deal-of-the-day.do",,"?","Y","http://www.skyauction.com/deal-of-the-day-feed.rss","N",,
"Slippery Rock Cigars","http://www.slipperyrockcigars.com/",,"Household","N",,"N",,
"SnaffStuff","http://www.snaggstuff.com/",,"Electronics / Computers","N",,"Y","http://snaggstuff.com/information.php?info_id=9",
"SneakaDeal","http://www.sneakadeal.com/",,"Outdoors / Sports","Y","http://www.sneakadeal.com/rss.php","N",,
"Sobongo","http://www.sobongo.com/daily-deal",,"?","N",,"Y","http://www.sobongo.com/affiliate",
"Sobongo","http://www.sobongo.com/daily-deal",,"?","N",,"Y","http://www.sobongo.com/affiliate",
"Soccer.com","http://www.soccer.com/Navigation.process?Ne=330&Srp=24&N=837",,"Outdoors / Sports","N",,"Y","http://www.soccer.com/channels/affiliates.php",
"Sonia B Finds","http://www.soniablive.com/",,"Clothing / Jewelry","N",,"N",,
"Sparkle Cartel","http://www.sparklecartel.com/",,"Clothing / Jewelry","Y","http://feeds.sparklecartel.com/thedeal.xml","Y","http://www.sparklecartel.com/affiliate.php",
"SparkleShark","http://www.sparkleshark.com/",,"Clothing / Jewelry","N",,"Y",,
"Specialty Store Services","http://www.specialtystoreservices.com/special.aspx",,"?","N",,"Y","http://www.linkconnector.com/affiliateprogram.htm?mid=20809&lct=s",
"Sports Zone Apparel","http://www.sportszoneapparel.com/",,"Outdoors / Sports","N",,"N",,
"Sportsmans Deal","http://www.sportsmansgeardaily.com/",,"Outdoors / Sports","N",,"N",,
"Start The Cart","http://startthecart.dodshops.com/",,"?","N",,"N",,
"Steal1","http://www.steal1.com/",,"?","N",,"N",,
"Steep And Cheap","http://www.steepandcheap.com",,"Outdoors / Sports","Y","http://rss.steepandcheap.com/docs/steepcheap/rss.xml","Y","http://www.backcountrycorp.com/corporate/section/5/affiliate.html",
"Summit Online","http://sale.summitonline.com/",,"Outdoors / Sports","N",,"Y","http://sale.summitonline.com/affiliates.php",
"Super Cute","http://www.supercutedod.com/",,"?","N",,"N",,
"Super Jeweler","http://www.superjeweler.com/IOD/default.asp",,"Clothing / Jewelry","N",,"Y","http://www.superjeweler.com/affiliate/",
"SuperBiiz","http://www.superbiiz.com/landing.php?id=0bc97b49879ca7e6b738a4aa36dda39d5530dbe1ead148365f1a2880d5035923",,"Electronics / Computers","N",,"Y","http://www.superbiiz.com/affiliates.php","Multiple deals - see site"
"SZUL","http://www.szul.com/szd",,"Clothing / Jewelry","N",,"Y","http://affiliates.szul.com/",
"T&T","http://www.tandtdailydeals.com/",,"?","N",,"N",,
"Tack of the Day","http://www.tackoftheday.com/",,"Outdoors / Sports","N",,"N",,
"Tack of the Day Bonus","http://www.tackoftheday.com/extra/default.aspx",,"Outdoors / Sports","N",,"N",,
"Tahoe Mountain Sports","http://www.tahoemountainsports.com/",,"Outdoors / Sports","N",,"Y","http://www.tahoemountainsports.com/affiliate_register",
"TakeTours","http://www.taketours.com/tour-of-the-day/",,"?","N",,"Y","http://www.taketours.com/affiliate/",
"Tanga","http://www.tanga.com/",,"?","Y","http://www.tanga.com/feeds/current_deal.xml","Y","http://www.tanga.com/affiliate",
"Tanga Accessories","http://www.tanga.com/",,"?","Y","http://www.tanga.com/feeds/current_deal.xml","Y","http://www.tanga.com/affiliate",
"Tanga Magazine","http://www.tanga.com/",,"Household","Y","http://www.tanga.com/feeds/current_deal.xml","Y","http://www.tanga.com/affiliate",
"Tanga Members","http://www.tanga.com/",,"?","Y","http://www.tanga.com/feeds/current_deal.xml","Y","http://www.tanga.com/affiliate",
"Tanga Misc","http://www.tanga.com/",,"?","Y","http://www.tanga.com/feeds/current_deal.xml","Y","http://www.tanga.com/affiliate",
"Tanga T-Shirts","http://www.tanga.com/",,"Clothing / Jewelry","Y","http://www.tanga.com/feeds/current_deal.xml","Y","http://www.tanga.com/affiliate",
"Tanzanite.com","http://www.tanzanite.com/item/?id=68&deal",,"Clothing / Jewelry","N",,"N",,
"Target","http://dailydeals.target.com/",,"?","N",,"Y","http://www.target.com/Affiliate-Program-Partnerships-Affiliates-Shopping/b/ref=nav_footer_affiliates?ie=UTF8&node=3008941",
"Tech For Less","http://www.techforless.com/cgi-bin/tech4less/hot_deal.html",,"Electronics / Computers","Y","http://www.techforless.com/rss/firesale.rss","Y","http://www.techforless.com/cgi-bin/tech4less/aff",
"Teediculous","http://www.teediculous.com/",,"Clothing / Jewelry","N",,"N",,
"TeeFury","http://www.teefury.com/",,"Clothing / Jewelry","Y","http://feeds.feedburner.com/TeefuryDailyTee?format=xml","N",,
"TGIFriday","http://fridays.qrs1.net/greatdealsapp/19qske9t.html",,"?","N",,"N",,
"The Golf Store","http://www.thegolfstoreonline.com/t-dealoftheday.aspx",,"Outdoors / Sports","N",,"N",,
"The House Boardshop","http://www.the-house.com/dealoftheday.html",,"Outdoors / Sports","N",,"Y","http://helpdesk.the-house.com/index.php?page=our_affiliate_program","Multiple deals - see site"
"The Now Deal","http://www.thenowdeal.com/",,"?","N",,"N",,
"The Watchery","http://www.thewatchery.com/watch-of-the-day",,"Clothing / Jewelry","N",,"Y","http://www.thewatchery.com/Affiliates/",
"The Wine Spies","http://thewinespies.com/",,"?","Y","http://feeds.feedburner.com/thewinespies?format=xml","N",,
"TheDeallio","http://thedeallio.com/",,"Electronics / Computers","N",,"N",,
"TheraBreath","http://www.therabreath.com/deal-of-the-day.asp",,"Health / Beauty","N",,"Y","http://www.therabreath.com/associate/",
"Thing Fling","http://www.thingfling.com/",,"?","Y","http://feed.thingfling.com/ThingflingRssFeed","N",,
"Thing Fling Closeouts","http://closeout.thingfling.com/",,"?","N",,"N",,
"Thing Fling House","http://house.thingfling.com/",,"Household","Y","http://feed.thingfling.com/HouseFlingRssFeed","N",,
"Thing Fling Watches","http://watches.thingfling.com/",,"Clothing / Jewelry","Y","http://feed.thingfling.com/WatchesFlingRssFeed","N",,
"Things From Another World","http://www.tfaw.com/dod/",,"Household","Y","http://www.tfaw.com/rss/deal_of_the_day_rss.php","Y","http://www.tfaw.com/Help/Affiliate-Information___168",
"Thong A Day","http://thongaday.com/",,"Clothing / Jewelry","Y","http://feeds.feedburner.com/ThongADayRssFeed?format=xml","N",,
"Tick.Qliqo","http://tick.qliqo.com/",,"?","N",,"N",,
"TigZoo","http://tigzoo.com/",,"Electronics / Computers","Y","http://tigzoo.com/feed/","N",,
"Titan Toys","http://www.titantoys.com/",,"?","N",,"Y","http://www.titantoys.com/affiliate_info.php?osCsid=f0fb9a340abe688ebf64aee47b9d0105",
"Tomo Buys","http://www.tomobuys.com/servlet/StoreFront",,"?","N",,"N",,
"Tooliday","http://www.tooliday.com/",,"?","Y","http://feeds.feedburner.com/tooliday","N",,
"Tooliday Accessory","http://accessory.tooliday.com/",,"?","N",,"N",,
"Tooliday Closeout","http://closeout.tooliday.com/",,"?","N",,"N",,
"Tooliday Recon","http://recon.tooliday.com/",,"?","N",,"N",,
"Totally Anything","http://www.totallyanything.com/",,"?","N",,"N",,
"Totally Cards","http://www.totally-cards.com/",,"?","N",,"N",,
"Trailblazer","http://www.shoptrailblazer.com/Default.aspx",,"Outdoors / Sports","N",,"Y","http://www.shoptrailblazer.com/Affliate.aspx",
"Triple Clicks","http://www.tripleclicks.com/",,"?","N",,"N",,
"uDealBest","http://www.udealbest.com/deal-of-the-day.html",,"?","Y","http://rss.icerocket.com/xmlfeed?id=420641","N",,
"uDealBest Watch","http://www.udealbest.com/watch-special.html",,"Clothing / Jewelry","N",,"N",,
"uDealBest Wireless","http://www.udealbest.com/wireless-special.html",,"Electronics / Computers","N",,"N",,
"uneetee","http://www.uneetee.com/categories/Today%27s-Insaneetee-Deal/",,"Clothing / Jewelry","Y","http://www.uneetee.com/pages/RSS-Syndication.html","N",,
"Upscale Time","http://www.upscaletime.com/",,"Clothing / Jewelry","N",,"N",,
"Vann's","http://www.vanns.com/shop/servlet/dealoftheday",,"Electronics / Computers","N",,"Y","http://www.vanns.com/shop/servlet/content/info/1059773978525/1",
"VitaBase","http://www.vitabase.com/supplements/daily-deal.aspx",,"Health / Beauty","N",,"Y","http://www.vitabase.com/affiliates/",
"VM Innovations","http://www.vminnovations.com/",,"?","N",,"N",,
"VolumeVote","http://www.volumevote.com/",,"?","N",,"N",,
"Walmart","http://www.walmart.com/cp/Value-of-the-Day/1058864?povid=cat14503-env172199-module101210-lLink1_VOD",,"Household","N",,"Y","http://affiliates.walmart.com/aff_home.jsp",
"WatchDiscounters","http://www.watchdiscounters.com/cust/dailydealsteal.asp",,"Clothing / Jewelry","Y","http://www.watchdiscounters.com/cust/RSSDDS.ASP","N",,
"WatchDOD","http://www.watchdealofday.com/",,"Clothing / Jewelry","?",,"?",,
"Watchismo","http://www.watchismo.com/",,"Clothing / Jewelry","N",,"N",,
"WeeklyCloseOuts","http://www.weeklycloseouts.com/page/en/home.aspx",,"Electronics / Computers","Y","http://www.weeklycloseouts.com/page/en/rss_feed.aspx","N",,
"WengerWatchDOD","http://www.wengerwatchdod.com/",,"Clothing / Jewelry","Y","http://www.wengerwatchdod.com/getFeed.ashx?src=dod","N",,
"Whey 2 Buy","http://www.whey2buy.com/",,"Health / Beauty","Y","http://www.whey2buy.com/rss","N",,
"wheycheap","http://www.wheycheap.com/",,"Health / Beauty","Y","http://feeds.feedburner.com/bodybuilding/wheycheap?format=xml","N",,
"Whiskey Militia","http://www.whiskeymilitia.com",,"Outdoors / Sports","Y","http://rss.whiskeymilitia.com/docs/wm/rss.xml","Y","http://www.backcountrycorp.com/corporate/section/5/affiliate.html",
"Wild Ties","http://www.wildties.com/ties/WS225687.html",,"Clothing / Jewelry","N",,"N",,
"Wine Express","http://www.wineexpress.com/",,"Food / Cooking","N",,"N",,
"Wine Twits","http://www.winetwitsdeals.com/",,"Food / Cooking","N",,"Y","http://www.winetwitsdeals.com/view.cfm?ID=55",
"wine.woot!","http://wine.woot.com/",,"Food / Cooking","Y","http://wine.woot.com/Blog/Feed.ashx","N",,
"Wired for Wine","http://www.wiredforwine.com/Featured_Wine.htm",,"Food / Cooking","N",,"Y","http://wiredforwine.com/Affiliate_Program",
"Womens Suits","http://www.womensuits.com/",,"Clothing / Jewelry","N",,"Y","http://www.shareasale.com/shareasale.cfm?merchantID=5343",
"woot!","http://www.woot.com/",,"Electronics / Computers","Y","http://www.woot.com/Blog/Feed.ashx","N",,
"World of Bags","http://www.worldofbags.com/D-O-W",,"?","N",,"N",,
"World of Watches","http://www.worldofwatches.com/cust/dailydealsteal.asp",,"Clothing / Jewelry","N",,"Y","http://www.worldofwatches.com/cust/affiliatesignup.asp?d=0",
"World of Watches for Her","http://www.worldofwatches.com/cust/dailydealladies.asp",,"Clothing / Jewelry","N",,"Y","http://www.worldofwatches.com/cust/affiliatesignup.asp?d=0",
"wozofoto","http://www.wozofoto.com/www/",,"?","Y","http://www.wozofoto.com/www/index.php?x=rss","N",,
"Writer's Digest Shop","http://www.writersdigestshop.com/category/deal_day",,"?","N",,"Y","https://www.connectcommerce.com/secure/partner_app_alt.html?ccmid=K199935",
"Wuslu","http://www.wuslu.com/",,"Household","Y","http://wuslu.com/rssFeed.xml","N",,
"Yugster","http://www.yugster.com/default.aspx",,"?","N",,"Y","http://www.yugster.com/dspAffiliates.aspx",
"Yugster Watch","http://www.watches.yugster.com/default.aspx",,"Clothing / Jewelry","Y","http://feeds2.feedburner.com/watchesyugstercom?format=xml","Y","http://www.yugster.com/dspAffiliates.aspx",
"Yugster YUG","http://www.yugster.com/dspYoursUntilGone.aspx",,"?","Y","http://feeds.feedburner.com/Yugstercom?format=xml","Y","http://www.yugster.com/dspAffiliates.aspx",
"Zalmar","http://www.zalmar.com/",,"?","N",,"Y","http://www.zalmar.com/affiliates.htm",
"ZipZoomfly","http://www.zipzoomfly.com/jsp/Special/FlyBuyDeal.jsp",,"Electronics / Computers","Y","http://www.zipzoomfly.com/RSS/product/ZipZoomfly_Weekly_Deals.rss","Y","http://www.zipzoomfly.com/jsp/Service/Affiliate.jsp",
"zooblu","http://www.zooblu.com/",,"?","Y","http://www.zooblu.com/dailydeal.xml","N",,
