"http://www.hataday.com/rss/index.php", "active"
"http://www.heartlandamerica.com/browse/rss.asp", "inactive"
"http://hipgreendeals.com/rss-feed.aspx", "active"
"http://blog.hollywoodtoysandcostumes.com/feed/", "active"
"http://www.housewaresdeals.com/on/demandware.store/Sites-HousewaresDeals-Site/default/Home-RSS", "active"
"http://rss.hsn.com/Todays-Special?cm_mmc=rss*TS*4", "inactive"
"http://feeds.feedburner.com/IndieJewels", "inactive"
"http://feeds.feedburner.com/InvictaShark-DailyDeal?format=xml", "active"
"http://www.joecigar.com/jcRss.asp", "active"
"http://www.joesnewbalanceoutlet.com/rss/daily_deals_rss.xml", "inactive"
"http://www.jomadeals.com/handbag/feed.aspx", "active"
"http://www.jomadeals.com/luxury/feed.aspx", "active"
"http://www.jomadeals.com/feed.aspx", "active"
"http://www.joolwe.com/rss/", "active"
"http://hub.shoppesimple.com/for/josbank/", "active"
"http://www.joylot.com/Feeds/Daily-Deals/Daily-Deals.xml", "inactive"
"http://judaicabargains.com/rss.php", "active"
"http://www.justdeals.com/index.php?format=feed&type=rss", "inactive"
"http://www.kidsteals.com/feed/atom.xml", "active"
"http://kids.woot.com/Blog/Feed.ashx", "active"
"http://feeds.feedburner.com/blogspot/vCPx?format=xml", "active"
"http://lastchanceroad.com/sales/feed.xml", "inactive"
"http://www.leatheraday.com/rss/", "active"
"http://feeds2.feedburner.com/macupdate/promo", "active"
"http://www.mamabargains.com/rss/", "active"
"http://www3.meijer.com/bigsteals.xml", "inactive"
"http://feeds2.feedburner.com/MicroCenterDealOfTheDay", "inactive"
"http://www.midnightbox.com/cgi-bin/rss.pl", "active"
"http://www.midnightbox.com/cgi-bin/rss.pl", "active"
"http://www.midnightbox.com/cgi-bin/rss.pl", "active"
"http://feeds.feedburner.com/midnightsteal/FcPh?format=xml", "active"
"http://now.montred.com/feed/", "inactive"
"http://www.moonlightspecial.com/rssfeed.cfm", "inactive"
"http://feeds.feedburner.com/MoreBeerDealFeed", "inactive"
"http://www.mountaingear.com/deals.xml", "active"
"http://www.mrwatch.com/rss_text.xml", "inactive"
"http://feeds.feedburner.com/muscleandstrengthstore?format=xml", "active"
"http://feeds.feedburner.com/Musicians-Friend-Stupid-Deal?format=xml", "active"
"http://www.myjewelrybox.com/media/rss/MyJewelryBoxcomBargainofTheDay.xml", "inactive"
"http://www.mysafetyshield.com/todaydeal_rss.asp", "active"
"http://nerdyshirts.disqus.com/admiral_ackbars_its_a_trap_funny_t_shirt/latest.rss", "inactive"
"http://www.newegg.com/Product/RSS.aspx?Submit=ShellShocker", "active"
"http://www.newegg.com/Product/RSS.aspx?Submit=RSSDailyDeals", "active"
"http://www.noondaydeal.com/rss/", "active"
"http://www.ohloot.com/data/deals.xml", "active"
"http://www.ohloot.com/data/deals.xml", "active"
"http://feeds.feedburner.com/OnYourEyes", "inactive"
"http://feeds.feedburner.com/OneADayDeal", "active"
"http://static.zoovy.com/rss/orangeonions/RSSDOD.xml", "inactive"
"http://www.outdoordaily.com/rss.php", "inactive"
"http://www.pacificgeek.com/rss/nooner-rss.asp", "inactive"
"http://feeds.pacsun.com/PacsunDailyDeals?format=xml", "active"
"http://feeds.pacsun.com/PacsunDailyDeals?format=xml", "active"
"http://www.paws4deals.com/index.php?main_page=rss_feed&feed=products&products_id=271&zenid=fa4ff92666ab22351fd99a229a0bdd5f", "inactive"
"http://peachycheap.com/index.php?main_page=rss_feed&feed=specials", "active"
"http://www.pennywise.biz/rss.php?PHPSESSID=scgps0n25p08rgrg5lghf6ts35", "active"
"http://www.perfumeaday.org/rss/", "active"
"http://feeds.feedburner.com/PricePlungeDailyDeals", "active"
"http://feeds.prohealth.com/Prohealth_DealOfTheDay?format=xml", "inactive"
"http://www.projectorpeople.com/deal/xmlfeed.asp", "active"
"http://service.qvc.com/qrss/feed.aspx?type=tsv&rewrite=no&cm_ven=RSS", "active"
"http://redtagcrazy.com/sales/feed.xml", "inactive"
"http://www.redtagsports.com/rss.xml", "active"
"http://www.rei.com/outlet/rei-outlet-rss2.xml", "active"
"http://feeds2.feedburner.com/riptapparel", "active"
"http://feeds.feedburner.com/RoastOfTheDayRssFeed", "active"
"http://feeds.feedburner.com/scoobydeal", "active"
"http://www.scopeaday.com/rss/", "active"
"http://www.scrapbooksteals.com/feed/atom.xml", "active"
"http://sellout.woot.com/Blog/Feed.ashx", "active"
"http://feeds.feedburner.com/selloutz", "inactive"
"http://feeds.feedburner.com/Shadeshark-DailyDealRssFeed?format=xml", "active"
"http://shirt.woot.com/Blog/Feed.ashx", "active"
"http://www.shirtaday.com/rss/", "active"
"http://www.shnoop.com/rss.php?PHPSESSID=e0totb8g8je4k2mmllo257h2l5", "active"
"http://www.sierratradingpost.com/BarnBurners/rss.ashx", "active"
"http://www.skyauction.com/deal-of-the-day-feed.rss", "inactive"
"http://www.sneakadeal.com/rss.php", "inactive"
"http://feeds.sparklecartel.com/thedeal.xml", "active"
"http://rss.steepandcheap.com/docs/steepcheap/rss.xml", "active"
"http://www.tanga.com/feeds/current_deal.xml", "active"
"http://www.tanga.com/feeds/current_deal.xml", "active"
"http://www.tanga.com/feeds/current_deal.xml", "active"
"http://www.tanga.com/feeds/current_deal.xml", "active"
"http://www.tanga.com/feeds/current_deal.xml", "active"
"http://www.tanga.com/feeds/current_deal.xml", "active"
"http://www.techforless.com/rss/firesale.rss", "inactive"
"http://feeds.feedburner.com/TeefuryDailyTee?format=xml", "active"
"http://feeds.feedburner.com/thewinespies?format=xml", "active"
"http://feed.thingfling.com/ThingflingRssFeed", "active"
"http://feed.thingfling.com/HouseFlingRssFeed", "active"
"http://feed.thingfling.com/WatchesFlingRssFeed", "inactive"
"http://www.tfaw.com/rss/deal_of_the_day_rss.php", "active"
"http://feeds.feedburner.com/ThongADayRssFeed?format=xml", "active"
"http://tigzoo.com/feed/", "inactive"
"http://feeds.feedburner.com/tooliday", "active"
"http://rss.icerocket.com/xmlfeed?id=420641", "inactive"
"http://www.uneetee.com/pages/RSS-Syndication.html", "inactive"
"http://www.watchdiscounters.com/cust/RSSDDS.ASP", "inactive"
"http://www.weeklycloseouts.com/page/en/rss_feed.aspx", "active"
"http://www.wengerwatchdod.com/getFeed.ashx?src=dod", "active"
"http://www.whey2buy.com/rss", "inactive"
"http://feeds.feedburner.com/bodybuilding/wheycheap?format=xml", "inactive"
"http://rss.whiskeymilitia.com/docs/wm/rss.xml", "active"
"http://wine.woot.com/Blog/Feed.ashx", "active"
"http://www.woot.com/Blog/Feed.ashx", "active"
"http://www.wozofoto.com/www/index.php?x=rss", "active"
"http://wuslu.com/rssFeed.xml", "inactive"
"http://feeds2.feedburner.com/watchesyugstercom?format=xml", "inactive"
"http://feeds.feedburner.com/Yugstercom?format=xml", "active"
"http://www.zipzoomfly.com/RSS/product/ZipZoomfly_Weekly_Deals.rss", "inactive"
"http://www.zooblu.com/dailydeal.xml", "inactive"
